requestID,eventTime,eventName,eventSource,sourceIPAddress,awsRegion,userIdentity,userAgent,errorCode,failedLoginAttempts,apiCallFrequency,geoAnomaly,rootAccountUsage,offHoursAccess,mfaDisabled,errorFlag,sensitiveAPICall,label
req-000049-4824,2024-01-23T11:18:44Z,ConsoleLogin,signin.amazonaws.com,52.94.228.167,eu-west-2,admin,console.aws.amazon.com,,3,2,0,0,0,0,0,0,NORMAL
req-00002d-2746,2024-01-08T13:09:41Z,GetCallerIdentity,sts.amazonaws.com,172.31.0.10,us-west-2,devops,Terraform/1.5.0,,0,15,0,0,0,0,0,0,NORMAL
req-0000f8-9199,2024-01-12T14:25:29Z,DescribeInstances,ec2.amazonaws.com,34.224.10.5,ap-northeast-1,api-user,Terraform/1.5.0,,4,12,0,0,0,0,0,0,NORMAL
req-0002d2-3643,2024-01-21T19:22:28Z,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,45.155.205.12,sa-east-1,root,AWS Internal,InvalidClientTokenId,3,22,1,0,0,0,1,0,SUSPICIOUS
req-00011a-6353,2024-01-30T15:13:51Z,ConsoleLogin,signin.amazonaws.com,34.224.10.5,us-east-1,svc-billing,console.aws.amazon.com,,1,9,0,0,0,0,0,0,NORMAL
req-00037e-9401,2024-01-06T00:36:13Z,RunInstances,ec2.amazonaws.com,45.155.205.12,ca-central-1,root,curl/7.88.1,AccessDenied,4,21,1,0,1,0,1,0,SUSPICIOUS
req-000393-1526,2024-01-23T22:00:18Z,TerminateInstances,ec2.amazonaws.com,203.0.113.99,ca-central-1,admin,Go-http-client/1.1,AccessDenied,12,39,1,1,1,0,1,0,ATTACK
req-00032b-4105,2024-01-17T13:06:52Z,PutBucketPolicy,s3.amazonaws.com,203.0.113.99,ru-central-1,root,Go-http-client/1.1,,2,61,1,0,0,0,0,0,SUSPICIOUS
req-0000f5-7853,2024-01-19T14:25:34Z,ListBuckets,s3.amazonaws.com,10.0.2.45,ap-south-1,terraform-svc,console.aws.amazon.com,,4,15,0,0,0,0,0,0,NORMAL
req-000337-9801,2024-01-14T12:54:05Z,RunInstances,ec2.amazonaws.com,198.51.100.77,ru-central-1,admin,Go-http-client/1.1,UnauthorizedOperation,2,96,1,0,0,0,1,0,SUSPICIOUS
req-000142-5612,2024-01-30T18:46:34Z,ConsoleLogin,signin.amazonaws.com,172.16.0.5,us-east-1,svc-lambda,Boto3/1.28.0,,2,11,0,0,0,0,0,0,NORMAL
req-000284-9570,2024-01-12T18:08:52Z,GetObject,s3.amazonaws.com,172.16.0.5,ap-south-1,svc-billing,aws-cli/2.13.0,,3,15,0,0,0,0,0,0,NORMAL
req-00009f-8126,2024-01-15T12:02:46Z,ListBuckets,s3.amazonaws.com,54.239.28.85,eu-west-2,svc-lambda,console.aws.amazon.com,,2,10,0,0,0,0,0,0,NORMAL
req-0003d2-7189,2024-01-12T03:13:47Z,CreateLoginProfile,iam.amazonaws.com,198.51.100.77,cn-north-1,john.doe,python-requests/2.31,,10,44,1,0,1,1,0,1,ATTACK
req-0001ae-8904,2024-01-25T13:13:26Z,DescribeInstances,ec2.amazonaws.com,34.224.10.5,ap-northeast-1,terraform-svc,Terraform/1.5.0,,4,13,0,0,0,0,0,0,NORMAL
req-0003ae-8045,2024-01-27T23:47:38Z,TerminateInstances,ec2.amazonaws.com,185.220.101.47,ap-south-1,john.doe,libwww-perl/6.07,,25,62,1,0,1,0,0,0,ATTACK
req-0001cf-3551,2024-01-15T08:19:23Z,ListBuckets,s3.amazonaws.com,34.224.10.5,eu-west-2,john.doe,AWS Internal,,3,5,0,0,0,0,0,0,NORMAL
req-000136-2478,2024-01-18T14:19:11Z,GetObject,s3.amazonaws.com,34.224.10.5,us-east-1,terraform-svc,Terraform/1.5.0,,3,1,0,0,0,0,0,0,NORMAL
req-0002ba-5264,2024-01-29T09:35:02Z,ConsoleLogin,signin.amazonaws.com,34.224.10.5,ca-central-1,svc-lambda,Boto3/1.28.0,,4,3,0,0,0,0,0,0,NORMAL
req-00003d-5397,2024-01-25T15:30:29Z,GetCallerIdentity,sts.amazonaws.com,10.0.2.45,us-east-1,iam-readonly,AWS Internal,,3,14,0,0,0,0,0,0,NORMAL
req-000375-7673,2024-01-07T19:05:55Z,PutBucketPolicy,s3.amazonaws.com,192.168.1.100,ru-central-1,svc-billing,aws-cli/2.13.0,InvalidClientTokenId,0,68,1,0,0,0,1,0,SUSPICIOUS
req-000254-3584,2024-01-04T09:50:54Z,ConsoleLogin,signin.amazonaws.com,54.239.28.85,us-east-1,api-user,aws-cli/2.13.0,,4,7,0,0,0,0,0,0,NORMAL
req-000300-3694,2024-01-14T22:04:58Z,GetSecretValue,secretsmanager.amazonaws.com,54.239.28.85,cn-north-1,svc-lambda,Boto3/1.28.0,,1,45,1,0,1,0,0,1,SUSPICIOUS
req-00028a-9260,2024-01-24T07:06:59Z,GetCallerIdentity,sts.amazonaws.com,10.0.2.45,us-east-1,iam-readonly,AWS Internal,,1,15,0,0,0,0,0,0,NORMAL
req-00028b-4510,2024-01-06T08:53:22Z,DescribeSecurityGroups,ec2.amazonaws.com,52.94.228.167,us-east-1,svc-lambda,console.aws.amazon.com,,3,7,0,0,0,0,0,0,NORMAL
req-000362-3023,2024-01-04T00:24:14Z,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,185.220.101.47,us-west-2,john.doe,python-requests/2.31,InvalidClientTokenId,3,33,1,0,1,0,1,0,SUSPICIOUS
req-00029d-6518,2024-01-24T16:05:45Z,DescribeInstances,ec2.amazonaws.com,192.168.1.100,ap-northeast-1,iam-readonly,Boto3/1.28.0,,4,2,0,0,0,0,0,0,NORMAL
req-00012b-1802,2024-01-23T08:15:22Z,DescribeSecurityGroups,ec2.amazonaws.com,10.0.1.20,ca-central-1,svc-billing,aws-cli/2.13.0,,3,9,0,0,0,0,0,0,NORMAL
req-0002b2-7447,2024-01-07T11:05:26Z,DescribeSecurityGroups,ec2.amazonaws.com,172.16.0.5,ap-northeast-1,svc-billing,aws-cli/2.13.0,,2,3,0,0,0,0,0,0,NORMAL
req-00013b-3983,2024-01-19T18:25:54Z,DescribeInstances,ec2.amazonaws.com,10.0.2.45,us-east-1,admin,Boto3/1.28.0,,4,1,0,0,0,0,0,0,NORMAL
req-000137-3907,2024-01-07T16:51:08Z,ConsoleLogin,signin.amazonaws.com,10.0.1.20,eu-west-2,svc-billing,aws-cli/2.13.0,,2,12,0,0,0,0,0,0,NORMAL
req-00016a-9095,2024-01-03T17:58:07Z,GetCallerIdentity,sts.amazonaws.com,192.168.1.100,us-east-1,admin,AWS Internal,,4,11,0,0,0,0,0,0,NORMAL
req-0001e0-9151,2024-01-27T15:24:12Z,ListBuckets,s3.amazonaws.com,54.239.28.85,us-east-1,admin,console.aws.amazon.com,,4,11,0,0,0,0,0,0,NORMAL
req-00006f-8405,2024-01-25T14:23:32Z,DescribeInstances,ec2.amazonaws.com,172.16.0.5,ap-south-1,admin,Terraform/1.5.0,,4,2,0,0,0,0,0,0,NORMAL
req-0003de-3507,2024-01-26T00:31:39Z,DeleteTrail,cloudtrail.amazonaws.com,192.0.2.45,eu-west-2,john.doe,Go-http-client/1.1,AccessDenied,17,34,1,0,1,0,1,1,ATTACK
req-0001e7-6163,2024-01-18T09:38:28Z,DescribeSecurityGroups,ec2.amazonaws.com,172.16.0.5,eu-west-2,svc-billing,aws-cli/2.13.0,,2,15,0,0,0,0,0,0,NORMAL
req-00016c-1751,2024-01-11T17:27:47Z,ConsoleLogin,signin.amazonaws.com,172.31.0.10,ca-central-1,svc-billing,AWS Internal,,0,2,0,0,0,0,0,0,NORMAL
req-0000ff-2388,2024-01-26T18:19:58Z,ListBuckets,s3.amazonaws.com,54.239.28.85,ap-northeast-1,iam-readonly,AWS Internal,,4,10,0,0,0,0,0,0,NORMAL
req-000104-2871,2024-01-16T19:35:32Z,DescribeInstances,ec2.amazonaws.com,34.224.10.5,eu-west-2,svc-lambda,aws-cli/2.13.0,,0,10,0,0,0,0,0,0,NORMAL
req-000323-3587,2024-01-19T22:06:25Z,RunInstances,ec2.amazonaws.com,54.239.28.85,cn-north-1,api-user,Mozilla/5.0 (unknown),,0,50,1,0,1,0,0,0,SUSPICIOUS
req-0002a6-9605,2024-01-30T15:07:33Z,GetCallerIdentity,sts.amazonaws.com,172.31.0.10,us-east-1,api-user,AWS Internal,,4,13,0,0,0,0,0,0,NORMAL
req-0001ef-1827,2024-01-05T16:20:32Z,ListBuckets,s3.amazonaws.com,10.0.1.20,ap-northeast-1,svc-billing,aws-cli/2.13.0,,1,3,0,0,0,0,0,0,NORMAL
req-00029f-1304,2024-01-22T14:48:35Z,GetCallerIdentity,sts.amazonaws.com,34.224.10.5,eu-west-2,api-user,Boto3/1.28.0,,1,15,0,0,0,0,0,0,NORMAL
req-00017a-8381,2024-01-30T07:40:53Z,DescribeInstances,ec2.amazonaws.com,172.31.0.10,eu-west-2,iam-readonly,aws-cli/2.13.0,,4,2,0,0,0,0,0,0,NORMAL
req-00020f-3429,2024-01-27T15:52:13Z,ConsoleLogin,signin.amazonaws.com,10.0.1.20,ap-northeast-1,api-user,Boto3/1.28.0,,0,3,0,0,0,0,0,0,NORMAL
req-00034e-5643,2024-01-16T07:43:29Z,GetSecretValue,secretsmanager.amazonaws.com,10.0.0.1,us-west-2,john.doe,Go-http-client/1.1,UnauthorizedOperation,1,96,0,0,0,0,1,1,SUSPICIOUS
req-00008a-2388,2024-01-22T18:25:08Z,DescribeInstances,ec2.amazonaws.com,34.224.10.5,eu-west-2,terraform-svc,aws-cli/2.13.0,,4,12,0,0,0,0,0,0,NORMAL
req-000164-4742,2024-01-25T12:12:10Z,DescribeInstances,ec2.amazonaws.com,172.31.0.10,eu-west-2,terraform-svc,AWS Internal,,3,1,0,0,0,0,0,0,NORMAL
req-00016e-3171,2024-01-16T20:51:26Z,ConsoleLogin,signin.amazonaws.com,52.94.228.167,us-east-1,devops,AWS Internal,,1,2,0,0,0,0,0,0,NORMAL
req-0003af-6212,2024-01-14T23:08:40Z,StopLogging,cloudtrail.amazonaws.com,192.0.2.45,sa-east-1,john.doe,python-requests/2.31,UnauthorizedOperation,29,42,1,0,1,0,1,1,ATTACK
req-0002ee-6249,2024-01-15T18:05:51Z,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,45.155.205.12,us-west-2,iam-readonly,libwww-perl/6.07,,4,97,1,0,0,0,0,0,SUSPICIOUS
req-0003b5-6681,2024-01-19T22:40:38Z,CreateLoginProfile,iam.amazonaws.com,198.51.100.77,eu-west-2,john.doe,Mozilla/5.0 (unknown),,7,35,1,0,1,1,0,1,ATTACK
req-00033e-6642,2024-01-25T13:56:59Z,PutBucketPolicy,s3.amazonaws.com,185.220.101.47,sa-east-1,john.doe,libwww-perl/6.07,,0,33,1,0,0,0,0,0,SUSPICIOUS
req-000291-8448,2024-01-16T13:32:17Z,AssumeRole,sts.amazonaws.com,172.31.0.10,eu-west-2,svc-lambda,AWS Internal,,1,13,0,0,0,0,0,0,NORMAL
req-0000c8-2923,2024-01-13T09:43:32Z,DescribeInstances,ec2.amazonaws.com,54.239.28.85,us-west-2,devops,Boto3/1.28.0,,2,12,0,0,0,0,0,0,NORMAL
req-0000d6-5913,2024-01-11T15:44:26Z,ListBuckets,s3.amazonaws.com,10.0.0.1,ap-northeast-1,devops,Boto3/1.28.0,,3,3,0,0,0,0,0,0,NORMAL
req-000199-6004,2024-01-29T12:30:29Z,AssumeRole,sts.amazonaws.com,10.0.1.20,eu-west-2,svc-lambda,Boto3/1.28.0,,3,6,0,0,0,0,0,0,NORMAL
req-00014d-7581,2024-01-02T14:11:17Z,DescribeSecurityGroups,ec2.amazonaws.com,172.31.0.10,ap-northeast-1,api-user,Boto3/1.28.0,,3,3,0,0,0,0,0,0,NORMAL
req-0000d1-4762,2024-01-24T17:34:27Z,AssumeRole,sts.amazonaws.com,192.168.1.100,ap-south-1,svc-billing,aws-cli/2.13.0,,4,7,0,0,0,0,0,0,NORMAL
req-000266-1844,2024-01-17T07:58:43Z,ListBuckets,s3.amazonaws.com,192.168.1.100,ap-northeast-1,svc-billing,console.aws.amazon.com,,2,15,0,0,0,0,0,0,NORMAL
req-00004f-1601,2024-01-16T18:18:42Z,DescribeInstances,ec2.amazonaws.com,54.239.28.85,ca-central-1,svc-billing,console.aws.amazon.com,,3,14,0,0,0,0,0,0,NORMAL
req-00001e-7939,2024-01-17T11:31:16Z,DescribeInstances,ec2.amazonaws.com,10.0.1.20,us-east-1,svc-lambda,console.aws.amazon.com,,0,2,0,0,0,0,0,0,NORMAL
req-000218-6415,2024-01-19T18:39:01Z,GetCallerIdentity,sts.amazonaws.com,54.239.28.85,us-west-2,svc-billing,aws-cli/2.13.0,,1,4,0,0,0,0,0,0,NORMAL
req-0002b8-5198,2024-01-23T10:24:45Z,ConsoleLogin,signin.amazonaws.com,52.94.228.167,ca-central-1,devops,AWS Internal,,3,12,0,0,0,0,0,0,NORMAL
req-00022e-5989,2024-01-22T10:56:20Z,ListBuckets,s3.amazonaws.com,52.94.228.167,ap-northeast-1,devops,Boto3/1.28.0,,2,10,0,0,0,0,0,0,NORMAL
req-000345-5072,2024-01-01T04:38:07Z,AttachUserPolicy,iam.amazonaws.com,203.0.113.99,ap-south-1,svc-billing,Go-http-client/1.1,InvalidClientTokenId,4,55,1,0,0,0,1,1,SUSPICIOUS
req-000255-8798,2024-01-19T17:56:18Z,ConsoleLogin,signin.amazonaws.com,52.94.228.167,us-east-1,admin,aws-cli/2.13.0,,3,12,0,0,0,0,0,0,NORMAL
req-0000a6-3126,2024-01-12T07:35:36Z,GetCallerIdentity,sts.amazonaws.com,172.16.0.5,ap-south-1,iam-readonly,Boto3/1.28.0,,2,8,0,0,0,0,0,0,NORMAL
req-000397-1530,2024-01-01T23:48:58Z,PutUserPolicy,iam.amazonaws.com,203.0.113.99,ca-central-1,root,python-requests/2.31,AccessDenied,24,44,1,1,1,1,1,1,ATTACK
req-0001f0-3165,2024-01-08T08:27:18Z,AssumeRole,sts.amazonaws.com,172.31.5.22,us-west-2,api-user,AWS Internal,,3,3,0,0,0,0,0,0,NORMAL
req-000339-6043,2024-01-13T13:47:23Z,GetSecretValue,secretsmanager.amazonaws.com,54.239.28.85,cn-north-1,devops,aws-cli/2.13.0,UnauthorizedOperation,3,82,1,0,0,0,1,1,SUSPICIOUS
req-000042-4545,2024-01-04T12:47:34Z,DescribeInstances,ec2.amazonaws.com,52.94.228.167,us-east-1,svc-lambda,Boto3/1.28.0,,1,4,0,0,0,0,0,0,NORMAL
req-00008e-4891,2024-01-15T18:02:26Z,ConsoleLogin,signin.amazonaws.com,172.16.0.5,ap-northeast-1,terraform-svc,console.aws.amazon.com,,2,11,0,0,0,0,0,0,NORMAL
req-00039e-7568,2024-01-04T01:36:31Z,TerminateInstances,ec2.amazonaws.com,91.108.4.1,ru-central-1,admin,libwww-perl/6.07,UnauthorizedOperation,7,66,1,1,1,1,1,0,ATTACK
req-00033c-2912,2024-01-19T19:42:53Z,CreateAccessKey,iam.amazonaws.com,91.108.4.1,cn-north-1,john.doe,console.aws.amazon.com,AccessDenied,1,21,1,0,0,0,1,0,SUSPICIOUS
req-000290-5472,2024-01-08T08:53:27Z,ConsoleLogin,signin.amazonaws.com,172.31.5.22,ap-northeast-1,terraform-svc,Boto3/1.28.0,,3,5,0,0,0,0,0,0,NORMAL
req-00014c-9775,2024-01-19T08:49:06Z,ConsoleLogin,signin.amazonaws.com,34.224.10.5,ca-central-1,admin,Terraform/1.5.0,,2,14,0,0,0,0,0,0,NORMAL
req-000299-2073,2024-01-21T10:19:37Z,GetCallerIdentity,sts.amazonaws.com,172.31.5.22,ap-south-1,john.doe,Terraform/1.5.0,,0,15,0,0,0,0,0,0,NORMAL
req-0000fa-1732,2024-01-23T18:28:20Z,DescribeInstances,ec2.amazonaws.com,10.0.2.45,eu-west-2,admin,Terraform/1.5.0,,0,5,0,0,0,0,0,0,NORMAL
req-00038c-3435,2024-01-26T02:58:45Z,PutUserPolicy,iam.amazonaws.com,45.155.205.12,us-west-2,admin,libwww-perl/6.07,AccessDenied,9,20,1,1,1,1,1,1,ATTACK
req-0002c5-9021,2024-01-04T21:53:23Z,RunInstances,ec2.amazonaws.com,103.21.244.0,us-west-2,root,Go-http-client/1.1,AccessDenied,4,45,1,0,0,0,1,0,SUSPICIOUS
req-000132-7363,2024-01-12T14:58:36Z,DescribeSecurityGroups,ec2.amazonaws.com,172.31.5.22,eu-west-2,api-user,console.aws.amazon.com,,4,6,0,0,0,0,0,0,NORMAL
req-0002df-5940,2024-01-12T22:56:51Z,CreateAccessKey,iam.amazonaws.com,103.21.244.0,cn-north-1,api-user,console.aws.amazon.com,UnauthorizedOperation,3,45,1,0,1,0,1,0,SUSPICIOUS
req-0003d0-6777,2024-01-09T23:42:31Z,DeleteBucket,s3.amazonaws.com,185.220.101.47,cn-north-1,admin,libwww-perl/6.07,AccessDenied,21,66,1,1,1,0,1,0,ATTACK
req-000032-1320,2024-01-27T10:26:24Z,AssumeRole,sts.amazonaws.com,10.0.0.1,ap-northeast-1,devops,Terraform/1.5.0,,4,12,0,0,0,0,0,0,NORMAL
req-000381-5831,2024-01-09T17:46:08Z,GetSecretValue,secretsmanager.amazonaws.com,185.220.101.47,ca-central-1,svc-lambda,Mozilla/5.0 (unknown),,3,98,1,0,0,0,0,1,SUSPICIOUS
req-000003-2519,2024-01-09T12:09:13Z,ListBuckets,s3.amazonaws.com,172.31.0.10,us-west-2,svc-lambda,aws-cli/2.13.0,,2,2,0,0,0,0,0,0,NORMAL
req-000221-4285,2024-01-10T19:40:57Z,DescribeSecurityGroups,ec2.amazonaws.com,172.16.0.5,us-west-2,admin,console.aws.amazon.com,,1,6,0,0,0,0,0,0,NORMAL
req-00015f-3954,2024-01-29T16:58:29Z,GetCallerIdentity,sts.amazonaws.com,172.31.0.10,ca-central-1,svc-billing,aws-cli/2.13.0,,1,6,0,0,0,0,0,0,NORMAL
req-000389-4700,2024-01-08T00:27:24Z,DeleteTrail,cloudtrail.amazonaws.com,45.155.205.12,ru-central-1,john.doe,Mozilla/5.0 (unknown),,14,65,1,0,1,1,0,1,ATTACK
req-000219-9797,2024-01-16T09:09:40Z,DescribeSecurityGroups,ec2.amazonaws.com,172.31.5.22,eu-west-2,admin,Terraform/1.5.0,,3,15,0,0,0,0,0,0,NORMAL
req-000159-3292,2024-01-20T19:25:42Z,ConsoleLogin,signin.amazonaws.com,34.224.10.5,ap-south-1,iam-readonly,Boto3/1.28.0,,2,11,0,0,0,0,0,0,NORMAL
req-0003e3-3858,2024-01-07T23:22:57Z,CreateLoginProfile,iam.amazonaws.com,91.108.4.1,us-west-2,admin,Go-http-client/1.1,UnauthorizedOperation,38,69,1,1,1,1,1,1,ATTACK
req-0001e2-5193,2024-01-27T17:24:42Z,ConsoleLogin,signin.amazonaws.com,10.0.0.1,us-east-1,admin,aws-cli/2.13.0,,3,9,0,0,0,0,0,0,NORMAL
req-000240-5429,2024-01-14T20:39:58Z,GetObject,s3.amazonaws.com,10.0.1.20,ca-central-1,svc-lambda,aws-cli/2.13.0,,2,6,0,0,0,0,0,0,NORMAL
req-000022-3938,2024-01-26T19:11:56Z,GetObject,s3.amazonaws.com,10.0.2.45,us-east-1,john.doe,AWS Internal,,3,1,0,0,0,0,0,0,NORMAL
req-000020-1685,2024-01-19T12:35:09Z,ConsoleLogin,signin.amazonaws.com,172.31.5.22,ap-south-1,admin,console.aws.amazon.com,,3,3,0,0,0,0,0,0,NORMAL
req-0000e8-2284,2024-01-11T15:24:48Z,DescribeInstances,ec2.amazonaws.com,34.224.10.5,ca-central-1,svc-lambda,Terraform/1.5.0,,1,13,0,0,0,0,0,0,NORMAL
req-0003c4-9029,2024-01-04T22:33:33Z,StopLogging,cloudtrail.amazonaws.com,103.21.244.0,ru-central-1,admin,Mozilla/5.0 (unknown),UnauthorizedOperation,20,93,1,1,1,0,1,1,ATTACK
req-0000c1-4267,2024-01-14T09:41:59Z,DescribeInstances,ec2.amazonaws.com,52.94.228.167,ap-south-1,terraform-svc,console.aws.amazon.com,,3,8,0,0,0,0,0,0,NORMAL
req-00014e-5965,2024-01-29T11:23:01Z,ConsoleLogin,signin.amazonaws.com,172.31.0.10,us-east-1,svc-lambda,Boto3/1.28.0,,2,14,0,0,0,0,0,0,NORMAL
req-000004-5803,2024-01-18T14:07:59Z,DescribeInstances,ec2.amazonaws.com,54.239.28.85,us-east-1,admin,Boto3/1.28.0,,3,2,0,0,0,0,0,0,NORMAL
req-0000cd-1049,2024-01-10T19:46:01Z,GetCallerIdentity,sts.amazonaws.com,34.224.10.5,ap-south-1,devops,Terraform/1.5.0,,3,5,0,0,0,0,0,0,NORMAL
req-000203-5421,2024-01-08T10:02:26Z,AssumeRole,sts.amazonaws.com,54.239.28.85,eu-west-2,john.doe,AWS Internal,,0,15,0,0,0,0,0,0,NORMAL
req-000320-6084,2024-01-27T13:45:42Z,RunInstances,ec2.amazonaws.com,172.16.0.5,ru-central-1,root,libwww-perl/6.07,,3,40,1,0,0,0,0,0,SUSPICIOUS
req-000133-4813,2024-01-02T11:51:30Z,DescribeInstances,ec2.amazonaws.com,10.0.0.1,ap-south-1,iam-readonly,Terraform/1.5.0,,4,6,0,0,0,0,0,0,NORMAL
req-00006e-3854,2024-01-26T19:15:37Z,DescribeInstances,ec2.amazonaws.com,172.16.0.5,ap-south-1,admin,console.aws.amazon.com,,2,1,0,0,0,0,0,0,NORMAL
req-0001af-2951,2024-01-23T19:25:47Z,ConsoleLogin,signin.amazonaws.com,34.224.10.5,ca-central-1,api-user,Terraform/1.5.0,,1,14,0,0,0,0,0,0,NORMAL
req-00004e-8700,2024-01-14T16:40:52Z,AssumeRole,sts.amazonaws.com,172.16.0.5,eu-west-2,svc-billing,Terraform/1.5.0,,3,2,0,0,0,0,0,0,NORMAL
req-000055-9022,2024-01-01T20:18:46Z,DescribeInstances,ec2.amazonaws.com,10.0.2.45,ca-central-1,api-user,Terraform/1.5.0,,2,14,0,0,0,0,0,0,NORMAL
req-00011f-2889,2024-01-09T09:49:06Z,GetCallerIdentity,sts.amazonaws.com,34.224.10.5,ca-central-1,john.doe,aws-cli/2.13.0,,4,11,0,0,0,0,0,0,NORMAL
req-000053-5479,2024-01-05T20:31:59Z,ConsoleLogin,signin.amazonaws.com,172.31.5.22,eu-west-2,admin,AWS Internal,,2,9,0,0,0,0,0,0,NORMAL
req-0003e0-4943,2024-01-04T23:27:09Z,DeleteBucket,s3.amazonaws.com,203.0.113.99,ru-central-1,john.doe,Mozilla/5.0 (unknown),AccessDenied,6,43,1,0,1,0,1,0,ATTACK
req-000316-2942,2024-01-26T02:17:59Z,PutBucketPolicy,s3.amazonaws.com,172.16.0.5,us-west-2,devops,libwww-perl/6.07,,1,32,0,0,1,0,0,0,SUSPICIOUS
req-00037f-4902,2024-01-04T17:10:14Z,RunInstances,ec2.amazonaws.com,198.51.100.77,us-west-2,svc-lambda,curl/7.88.1,,0,88,1,0,0,0,0,0,SUSPICIOUS
req-00018f-7357,2024-01-19T08:52:14Z,AssumeRole,sts.amazonaws.com,10.0.0.1,us-east-1,svc-billing,aws-cli/2.13.0,,2,7,0,0,0,0,0,0,NORMAL
req-000144-9013,2024-01-04T20:19:50Z,ConsoleLogin,signin.amazonaws.com,10.0.0.1,us-east-1,admin,aws-cli/2.13.0,,3,8,0,0,0,0,0,0,NORMAL
req-000208-8400,2024-01-17T18:57:09Z,AssumeRole,sts.amazonaws.com,192.168.1.100,us-east-1,terraform-svc,aws-cli/2.13.0,,3,14,0,0,0,0,0,0,NORMAL
req-000395-2264,2024-01-13T01:39:03Z,CreateUser,iam.amazonaws.com,103.21.244.0,cn-north-1,root,libwww-perl/6.07,UnauthorizedOperation,19,70,1,1,1,0,1,1,ATTACK
req-00039b-8059,2024-01-15T02:50:08Z,DeleteBucket,s3.amazonaws.com,103.21.244.0,cn-north-1,admin,libwww-perl/6.07,UnauthorizedOperation,26,57,1,1,1,0,1,0,ATTACK
req-000006-3803,2024-01-07T12:42:17Z,DescribeSecurityGroups,ec2.amazonaws.com,54.239.28.85,ca-central-1,john.doe,Terraform/1.5.0,,0,10,0,0,0,0,0,0,NORMAL
req-0002dc-2140,2024-01-01T11:28:09Z,CreateAccessKey,iam.amazonaws.com,103.21.244.0,cn-north-1,iam-readonly,python-requests/2.31,UnauthorizedOperation,0,86,1,0,0,0,1,0,SUSPICIOUS
req-0001d2-5454,2024-01-14T08:40:15Z,DescribeInstances,ec2.amazonaws.com,10.0.2.45,us-west-2,john.doe,console.aws.amazon.com,,4,13,0,0,0,0,0,0,NORMAL
req-000062-5835,2024-01-12T16:46:08Z,ListBuckets,s3.amazonaws.com,172.31.5.22,us-east-1,devops,console.aws.amazon.com,,0,15,0,0,0,0,0,0,NORMAL
req-00010b-8996,2024-01-17T13:47:17Z,ListBuckets,s3.amazonaws.com,54.239.28.85,us-west-2,iam-readonly,aws-cli/2.13.0,,2,8,0,0,0,0,0,0,NORMAL
req-000166-8279,2024-01-01T20:03:44Z,AssumeRole,sts.amazonaws.com,10.0.1.20,ap-south-1,admin,Terraform/1.5.0,,0,7,0,0,0,0,0,0,NORMAL
req-000365-7852,2024-01-02T08:58:46Z,PutBucketPolicy,s3.amazonaws.com,91.108.4.1,sa-east-1,api-user,Mozilla/5.0 (unknown),,2,51,1,0,0,0,0,0,SUSPICIOUS
req-00031f-7855,2024-01-13T13:10:07Z,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,172.16.0.5,cn-north-1,iam-readonly,aws-cli/2.13.0,,1,88,1,0,0,0,0,0,SUSPICIOUS
req-00017d-3185,2024-01-13T11:21:18Z,GetCallerIdentity,sts.amazonaws.com,54.239.28.85,ca-central-1,iam-readonly,AWS Internal,,3,13,0,0,0,0,0,0,NORMAL
req-000278-7944,2024-01-14T18:51:28Z,DescribeInstances,ec2.amazonaws.com,52.94.228.167,us-east-1,terraform-svc,Terraform/1.5.0,,2,3,0,0,0,0,0,0,NORMAL
req-00017e-4560,2024-01-28T15:20:45Z,ConsoleLogin,signin.amazonaws.com,10.0.1.20,ap-northeast-1,iam-readonly,AWS Internal,,4,11,0,0,0,0,0,0,NORMAL
req-0001eb-4817,2024-01-09T09:23:56Z,ListBuckets,s3.amazonaws.com,172.31.5.22,ap-south-1,svc-billing,aws-cli/2.13.0,,4,4,0,0,0,0,0,0,NORMAL
req-000077-8030,2024-01-04T12:48:17Z,DescribeInstances,ec2.amazonaws.com,10.0.1.20,ap-south-1,iam-readonly,Boto3/1.28.0,,4,4,0,0,0,0,0,0,NORMAL
req-000385-8455,2024-01-20T22:12:04Z,CreateLoginProfile,iam.amazonaws.com,103.21.244.0,ca-central-1,john.doe,curl/7.88.1,UnauthorizedOperation,14,29,1,0,1,0,1,1,ATTACK
req-0000fb-3623,2024-01-30T09:47:15Z,DescribeSecurityGroups,ec2.amazonaws.com,172.16.0.5,ap-northeast-1,svc-lambda,AWS Internal,,4,3,0,0,0,0,0,0,NORMAL
req-00020c-6047,2024-01-28T09:09:11Z,ConsoleLogin,signin.amazonaws.com,172.16.0.5,ca-central-1,iam-readonly,Boto3/1.28.0,,0,7,0,0,0,0,0,0,NORMAL
req-00000a-7916,2024-01-04T20:09:40Z,DescribeInstances,ec2.amazonaws.com,172.31.5.22,eu-west-2,iam-readonly,aws-cli/2.13.0,,1,13,0,0,0,0,0,0,NORMAL
req-0000c5-5833,2024-01-23T11:11:00Z,GetCallerIdentity,sts.amazonaws.com,172.16.0.5,ap-south-1,devops,aws-cli/2.13.0,,2,13,0,0,0,0,0,0,NORMAL
